[2024-04-24 09:11:21,165: INFO: main: welcom to our custom log]
[2024-04-27 10:33:41,870: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 10:33:41,879: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 10:33:41,882: INFO: common: created directory at: artifacts]
[2024-04-27 10:42:04,772: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 10:42:04,774: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 10:42:04,774: INFO: common: created directory at: artifacts]
[2024-04-27 10:48:22,872: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 10:48:22,877: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 10:48:22,877: INFO: common: created directory at: artifacts]
[2024-04-27 10:49:03,406: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 10:49:03,416: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 10:49:03,419: INFO: common: created directory at: artifacts]
[2024-04-27 10:49:05,550: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 10:49:05,550: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 10:49:05,550: INFO: common: created directory at: artifacts]
[2024-04-27 11:30:13,311: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 11:30:13,321: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 11:30:13,326: INFO: common: created directory at: artifacts]
[2024-04-27 11:37:26,391: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 11:37:26,397: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 11:37:26,405: INFO: common: created directory at: artifacts]
[2024-04-27 11:38:29,018: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 11:38:29,022: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 11:38:29,022: INFO: common: created directory at: artifacts]
[2024-04-27 11:38:34,080: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 11:38:34,094: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 11:38:34,094: INFO: common: created directory at: artifacts]
[2024-04-27 11:49:12,854: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 11:49:12,864: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 11:49:12,866: INFO: common: created directory at: artifacts]
[2024-04-27 12:06:13,675: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:06:13,678: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:06:13,687: INFO: common: created directory at: artifacts]
[2024-04-27 12:08:32,737: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:08:32,740: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:08:32,740: INFO: common: created directory at: artifacts]
[2024-04-27 12:22:53,571: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:22:53,583: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:22:53,586: INFO: common: created directory at: artifacts]
[2024-04-27 12:25:20,409: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:25:20,418: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:25:20,421: INFO: common: created directory at: artifacts]
[2024-04-27 12:25:22,199: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:25:22,199: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:25:22,215: INFO: common: created directory at: artifacts]
[2024-04-27 12:34:25,350: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:34:25,353: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:34:25,360: INFO: common: created directory at: artifacts]
[2024-04-27 12:38:16,647: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:38:16,656: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:38:16,659: INFO: common: created directory at: artifacts]
[2024-04-27 12:38:30,547: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:38:30,554: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:38:30,559: INFO: common: created directory at: artifacts]
[2024-04-27 12:49:31,379: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:49:31,387: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:49:31,390: INFO: common: created directory at: artifacts]
[2024-04-27 12:49:48,275: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:49:48,283: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:49:48,286: INFO: common: created directory at: artifacts]
[2024-04-27 12:49:49,916: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:49:49,921: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:49:49,924: INFO: common: created directory at: artifacts]
[2024-04-27 12:49:51,484: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:49:51,490: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:49:51,493: INFO: common: created directory at: artifacts]
[2024-04-27 12:49:53,052: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:49:53,052: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:49:53,063: INFO: common: created directory at: artifacts]
[2024-04-27 12:49:54,755: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:49:54,766: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:49:54,770: INFO: common: created directory at: artifacts]
[2024-04-27 12:50:40,214: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:50:40,223: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:50:40,228: INFO: common: created directory at: artifacts]
[2024-04-27 12:55:18,921: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 12:55:18,924: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 12:55:18,932: INFO: common: created directory at: artifacts]
[2024-04-27 13:02:12,304: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 13:02:12,308: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 13:02:12,318: INFO: common: created directory at: artifacts]
[2024-04-27 13:04:51,589: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 13:04:51,595: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 13:04:51,598: INFO: common: created directory at: artifacts]
[2024-04-27 13:12:08,505: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\config\config.yaml loaded successfully]
[2024-04-27 13:12:08,512: INFO: common: yaml file: E:\end-to-end-Deep-learning-project-on-Kidney-Disease-Classification\params.yaml loaded successfully]
[2024-04-27 13:12:08,515: INFO: common: created directory at: artifacts]
